Username,Review,airline
Mamur A C,"The worse flight ever, please do not fly with Malindo!!! They moved their flight time 35 minutes earlier, so we missed our flight. We came to the check in counter 40 minutes before the departure ( with the new changed time) but the first thing they asked us to buy a new ticket.…",malindo
Lisa m,Terrible experience. Plane was over 2 hours delayed and it took them over one hour to transport the bags from the plane to collection.,malindo
ajsando,"Got offloaded by Jetstar due to ""the earthquake"" the night prior to us departing so when we arrived at 5am for our flight to Bali we were transferred to Malindo. As an aviation enthusiast I was initially packing it big time but the flight was awesome. Got served lunch and had…",malindo
Luke G,We had our flight cancelled after waiting at the airport for over 6 hours. At that time a Malindo Air employee came over to us & took both mine & my wife’s phone numbers & informed us that she would call us to confirm our tickets for tomorrow’s flight. She told us not to wait…,malindo
Traveler206523,We had saved up for a very long time to afford our 3 weeks holiday to Bali and Thailand. We wanted to have a stop over i Thailand on the way home from Bali and booked with Malindo Air. In the online booking process we could not book check in luggage but would have to do it a…,malindo
Sharyn M,"Had a wonderful experience in Business Class, staff were attentive and the seats were comfortable with plenty of legroom.",malindo
RJ J,"Other than extra leg room would not rate this airline at all. 6hr flight no option of entertainment, a cup of Luke warm water and a meal that would have to have been the worst I have ever had on a flight.",malindo
Eldad R,"It’s all begin when I came 3.5 hours before my flight to Vietnam I had connection at KUL (Kuala Lumpur), so i got a little bit nervous, but the stuff were very nice, and they told me: “there is no reason to be nervous, your next flight won’t go without you”. And thank you,…",malindo
saras,"comfortable seats, will be more convenience to all if the price reduce abit to become all traveler choice.",malindo
pjtomo54,Malinda Air was a pleasant surprise after being cramped into other budget airlines. The seats were bigger with much more leg room for me as a very tall person. The seats had quality leather covers which always feels more luxurious. Service and scheduling accurate.,malindo
Rachel L,"I am not a journalist but I cannot resist to write a review here for Malindo Air. For the last 5 years of my business & leisure traveling, Malindo Air has never failed to disappoint me. Flight delayed 5 times out of 5 flights!!",malindo
williams c,"Bad experience on my recent flight from Penang to KLIA. Ticket was issued with the departure time of 6:45AM. Boarding pass was issued for the departure time of 6:05AM. The day prior to the departure date, the website's flight status mentioned the departure time was 7:10AM. …",malindo
Nine T,I had a chance to fly with Malindo air twice and both times I can say that I am very satisfied with the company. Recommend !,malindo
1Ming,Flight was retimed to 530pm from 5pm.. Then there was a text to say retimed to 6.05pm.. Then on the board it says 6.50pm and finally an announcement to say 7.30pm. Ridiculous! Still waiting for flight.,malindo
Sam P,Booked Malindo Air on 4Oct Friday itself for single trip to Singapore. Flight departure time was 2050. Boarded plane around 2040. Sat in plane for full 30mins well past take-off and plane had not moved an inch. NO announcement. NO apology. NO explanation. When a passenger…,malindo
Kazi,"Bought the tickets for family members. Had to pay for comfy kit, such as head phone and blankets. Refused to provide the items on board, despite showing the proof of purchase. Lodged a complain, in reply they always say sorry but never a solution. Its been 6 months since lodged…",malindo
Sundial,we travelled to Bali on this airline from Kolkata (India)we booked our tickets online.whilst booking there was no mention of how much was the luggage allowance .Tickets were booked.When we were checking online we tried again to see what was the luggage allowance was it was…,malindo
Tina's food travels,Fligt delayed over 2hours without any prior notification... we learned about delay upon check-in. As a result we missed our International Flight... I will never fly Malindo again...Terrible service with customer complain,malindo
